sure , would you like to stay in the same centre area ?	yes please and i am looking for a 0 star rating .
i found 5 flights as per your need. what about alaska airlines? it will takes off at 11:05 am and it is a direct flight . it costs $202.	when does the flight arrive at my destinations? how many tickets should i get?
i found 8 buses for you. there is a bus leaving at 8:10 am for $33 in economy.	what other buses are available? i need three flexible tickets.
ok, i'm adding marsha.	email is marsha 123@yahoo.com
what's their number? do they serve alcohol?	no, they dont serve any alcohol. their number is 510-658-7273.
enjoy your boat ride , thank you and have a great day !	i will . after the boat ride i'll need a place to put my head down so please find me a moderate -ly priced hotel
pizza hut fen ditton is the only italian restaurant , in the east , in the moderate price range . do you want me to try other area -s ?	no , that will do . can i book a table for monday ?
of course, what store are you looking to order from?	i am ordering a drink from peet's
your fees at 10.50 would you like to pay via credit card now	no i want to pay at the library with cash
would you like to stay on march 6th to march 9th?	i would like to check out on the 8th.
i've found 10 hotels that suit your need. there's a 1 star hotel called bahia resort hotel, what do you say?	how much is a room for one night?
pull up meeting for 8am on that day	you have a meeting in the birch room
i also need a hotel in moderate price range and star rating of 0 .	cityroomz matches those requirement -s . would you like the phone number , or a reservation ?
i want a place to stay . find me a hotel that include -s free parking .	there are 8 accomodations of the hotel type with free parking . what part of town do you prefer ?
it's about some guys hunting a whale	are the guys part of a crew?
no, i do not want to make a reservation at this this moment.	is there something else i can help you with?
okay. and for the american joint they serve they've small fry	they serve non-alcoholic beverages as well, yes.
i have a question about insurance.	which plan is this?
i need to travel to anaheim, ca on the 1st	there are 6 trains that could work including a 7 am train for $72
the vehicle is eight chevrolet bolt and it will cost $62. the reservation is complete.	thank you for your help.
please provide phone number , address , and postcode for darrys cookhouse and wine shop .	darry s is located at 40270 king street city centre , cb11ln . their phone number is 01223505015 . can i help you with anything else today ?
the ten thirty alarm	what do you want to change?
yes, please email me the info	i will do that now. is there anything else i can help you with?
i found 1 movie that matches your criteria. blinded by the light has an average rating of 88 out of 100.	sounds great. i would like to find a restaurant as well.
within the mall there is panda express. the just across the street from the mall is the elephant bar restaurant.	okay, can you tell me what the atmosphere is like in panda express?
i want to watch movies online.	what kind of movies?
does it matter where your restaurant is located ? we have 4 expensive italian restaurant -s in the center , and 1 in the south .	i would like the 1 in the south .
the 7:30 p.m. is fine.	do you need anything else today sir?
yes book that house.	when is check out and are you checking in march 1st?
alright. i see that the monday alarm is set to vibrate. do you still wish for it to vibrate?	actually, set it to the highest ringtone volume.
you can ask me questions or facts. you can also ask me for jokes.	are you a real person?
your booking was successful . would you like the total fee or the reference number ?	may i have the reference number please ?
you use it to look at things more closely	you're thinking of a magnifying glass.
how deep is it?	30000 miles below sea level
do they take reservations?	which restaurant would you like to book a table?
im buying a gift for my kid	how old is the kid
regal cinemas red rock has showings at 4:10, 6:45, and 9:20 tonight.	okay. how long is the movie?
her number is 555-5555 and her work number is 666-6666 her fax is 777-7777	great. added! would you like to add an email?
i was able to book you at the ashley hotel at 74 chesterton road . your reference number is : pm69rlxb do you need anything else ?	thank you so much . that is all i need .
is it possible to get a taxi for three people on monday  at 5pm? departing downtown seattle and arriving at the space needle.	could you provide a specific pickup address for the driver to pick you up?
your driver will arrive in 10 minutes.	how long is it going to take?
i am looking for a place to go in the centre of town . can you make suggestions ?	vue cinema is a great place in the centre of town for movies . or there s ballare which is a great nightclub .
may i help you with something else?	could you book a table for 1 at the restaurant you mentioned earlier? do it for 5:30 in the evening.
none leaving on your requested date would you like me to show you?	what hotels are available in fukuoka during my travel windowl?
i could hear it. sorry.	that's fine. kelly, you're sweet kelly, according to google.
all right. in that case, please set up an appointment with the therapist you suggested for that day at 4:30 pm.	certainly. are you ready to confirm an appointment i'm setting up for you to visit alameda children's specialized on march 11th at 4:30 pm?
hmm, try again with only 2 baths	i found 6 apartments. macara gardens apartments has 3 bedrooms and 2 baths for $3,700 per month. they're at 955 escalon avenue.
hi there. we are three adults trying to get from frankfurt to check out some of the hippest cities on earth	okay! do you have a budget?
i understand, kingston to santiago.	a trip to kingston from santiago on a budget of 3100 dollars.
there is 1 restaurant that matches. it is noodles and company in san ramon.	okay, that works for me.
shall i check shared rides?	yes, that will be ok.
no. i want it for 2 days.	a hotel reservation for 2 days in long beach. is this correct?
fiery hot pot buffet, mums - home of shabu-shabu, and yakiniq bbq fit that description.	okay. which one has the highest review online?
you're very welcome. i'm here to help. do you have anything else i can help you with today?	that was my only question. thank you so much.
your booking was successful . the table will be reserved for 15 minutes . reference number is: qji9u6c7 . is there anything else i can assist you with today ?	also looking for a place to stay . the hotel should include free parking and should include free wifi .
i would like to try booking at coconut bay.	could you confirm that you want to book at coconut bay thai restaurant in burlingame for 1:30 pm on march 1st for 2 people?
any specific restaurant in mind? what time is the reservation for?	book me a table at picco for half past 12 in the afternoon.
i just need the nearest 1 .	addenbrookes hospital would be your best bet .
"yummy. there is ""godfather knows best"" on 4th and broadway. four stars"	great. can you get me reservations for 2 at 7:30?
hmm, how about the melting pot? i hear that's nice.	i hear it's nice, but i don't know--i haven't tried it, and i don't want to try it tonight.
it's some phone calls i'm receiving if i give you the number can you help?	yes, what is the number
are there any tickets left?	yes, do you want to reserve tickets for the show?
is there an age limit for that play?	no, although younger children might be bored
thanks. i want to rent the movie and watch it with no subtitles	dr. strangelove with no subtitles: do you confirm?
okay , what is your departing and destination location ?	i would be departing from cambridge and going to birmingham new street .
ok. i will formulate my next query accordingly. thank you.	helping someone with this task usually takes me 15 attempts. you're welcome
yes what's the title	i need you to set a dental appointment for me
i'd like to see it in lafayette, louisiana.	great. which theatre? i'm seeing a few there.
your reservation has successfully been made. as well, i'm unfortunate to inform you that they do not serve alcohol or have live music.	okay, thank you very much for your assistance.
it is at 01223315232 .	thank you goodbye .
is this correct you want 4 tickets for the march 11th atlanta adam ant concert right?	yes what do tho seats run?
no problem any other questions before i confirm ride?	nah thats it i'm good.
yes, that is correct.	your reservation is successful.
okay what are the show times for oklahoma then?	that show starts at 2pm.
i've made your reservation. it'll be $60 total.	great, thanks for your help. that's all for now.
is there anything else?	yeah, can you get me a bus there? i need 1 ticket from ny.
that flight sounds good to me. i changed my mind - can you search round trip flights for me instead?	sure, when would you like to return?
what show would you like to know about?	i need to know if hamlet and blood meridian will be playing.
what drink did you want?	i would like a cappuccino.
yes that is perfect.	great, i have made your reservation.
they have to serve pizza, tacos, and beer.	there's beach chalet brewery and restaurant as well as marengo on the alley.
i would like to change it from mr. to dr.	okay, i've updated that for you.
thank you for you time.	what else can i help with?
hi need to make reservations for restaurant	at what date would you like to go?
the meeting i would like to be reminded of is the meeting with mr. walker on june 5th.	alright, thank you for that information.
i think i would like sichuan food.	how about china village restaurant in albany?
they were using it as their profile picture	most scenario like that are scam
i'm looking for italian cuisine can you find me an italian restaurant in denver can you find me some please	i found over 300 restaurants in the denver area that serves italian cuisine
which bus stop are you located?	i'm in national hiway here is malibu
i do not have a preference in the area . i suppose you could book me a table for 2 people at 12:30 on saturday . also , could i get the reference number ?	i booked you a table at the sala thong in the west area for 12:30 saturday .
"ok, then could you add a note that says, ""this is the hot paul, not the weird paul."""	i can name your contact hot paul. would you like to rename the other paul also?
i know most of the people here. any cool fact i can start conversation with my cooworkers with?	talk about your hobbies and their hobbiers
give me some ideas on things to do please.	sure, i can do that. what would you be interested in.
how would you like flying with an american airlines flight which has 0 layovers and leaves at 10:10 am. the ticket for this flight costs $91.	that is okay. i also want to find a car which i can rent there.
okay. i want to get it at starbucks at 1220 east northside drive, suite 260 in jackson, mississippi.	is that all correct?
that sounds great! please get a cab for me. just for one and a shared ride would be fine.	please let me know if i got anything incorrect: a shared ride for 1 people to astoria park.
its the lunar jewel lodge, a 3 star hotel near the mall.	and that's the only option?
okay, i found 10 movies being shown in that area that you might like. what do you think about the movies ash is purest white, captain marvel or citizen kane?	citizen kane sounds like a good one.
hi, can you book me an appointment at intelligent auto solutions?	i sure can, what seems to be the problem?
that's fine, please make a reservation.	what time would you like the reservation?
where are you leaving from and when do you want to leave?	i'm leaving from new york city the day after tomorrow.
is there anything else i can do for you?	no, you've got it covered. thank you.
there is no plays happening until 7:30, but there is an improv class there today	how about on 3 pm ? is there any event at that time ?
do you like ash is purest white, body double, or captain marvel?	i want another movie. any theater in moraga is fine.
i am going to need it sooner than that. find something by tomorrow.	okay i found a repair shop nearby that said to drop it off by 12 pm tomorrow.
would you like to buy tickets?	yes but not now.
i want the bus to leave from portland, or.	do you want me to book the bus from march 11th?
amanda griffin already deleted in your contact	oh really? well i guess we are done here lol.
i am looking for a funished apartment with one bath.	which area and how many bedrooms do you want in the apartment?
the ticket has been booked. have a fantastic time!	thanks for all the help.
their shop opens at 8 am. what model of vehicle do you have?	i have a 2006 ford f150.
i'm looking at ny. how about something on march 8th, perhaps a rock concert, please?	i'm showing jethro tull at forest hills stadium.
sure thing, what date would you like to depart? will you still be returning on march 11th?	let's travel on 1st of this month and return the 14th of this month.
i need to delete jason from contacts	what's the last name for jason?
excellent ! what is the phone number and address ?	it is located at the university of cambridge on downing street , postcode cb23dz . you can reach them at 01223333516 . can i help with anything else today ?
"how about: ""the money pit""?"	hmm, i was thinking more of a traditional girl name?
oh it's going to be a huge family vacation, so we'll be 5 adults and 7 children! we're looking for something between monday september 12 and monday september 19.	that sounds very nice! do you want me to stay under a certain budget?
i need some information about a city	okay i can do that for you. which city is it?
which location are you interested in?	alhambra, is it hot next week?
we have 79 parks in the cambridge area , what area of cambridge would you like to go to a park in ?	can you please provide me with the postcode , entrance fee and address of a park in the south ?
okay , your reference number is 1a7zkz7f . is there anything else you need ?	that is all . thank you for your help .
yes, it is a good place to take your kids. their number is 20 7071 5029.	thanks, are there any other attractions you would suggest?
castle galleries is a museum in the city centre without an entrance fee . do you need more information ?	no thank you that will be all
when are you returning?	i will be returning on the 13th of this month.
sure, what part of sacramento are you in?	midtown, near l street and 19th street
please confirm the following information about your booking: the location is anaheim. there is 1 person in your group. the day you want to check in is next wednesday. the day you want to check out is march 10th.	no. i want to check in on the 1st of march and to check out next tuesday.
yeah play it. on the kitchen speaker though	please confirm: play open up on your kitchen speaker
would you like to buy tickets?	no, not at this time.
i think in the early 1990's?	"i think you might be thinking of ""party all the time"" by eddie murphy"
yes, you can take your food to go.	what is the name of the third restaurant?
sure, may i have their address and do they serve vegetarian food?	your reservation has been made, and they are located at 140 2nd street #100. they do serve vegetarian options.
yes, its the weekend, so there are plenty of local spots near by, where you could grab a drink, coffee or a bit to eat, that won't brake the bank.	ok, cool, well that would be all, thank you so much for all your help.
hey, good morning. how are you doing? yeah, i'm looking for a british pub to have dinner at, and i was hoping you could find me a place that has, you know, fish and chips or similarly fair. and then hopefully, they've got a full bar and booth sitting, too. can you help me find something like that in san francisco?	hey thanks for waiting. i found a few cool options. the first is called the pig and whistle. pub-grub food & a variety of draft beers in an english tavern with soccer on tv & a chill vibe. the second one i found is called white horse restaurant. old-fashioned tavern serving a lineup of burgers, salads & comfort food, with some creative twists.
would you like a shared ride?	i don't mind taking a shared ride.
when do you want it by?	in about an hour.
i'm in the mood for some good food, but i want a restaurant that does not use tomatoes.	what area are you in?
yes, in which city do you like to search for the attraction, any particular place you like to visit?	yes, search it in chicago.
would you like to do this in store or through the mail? in store would be quicker for you.	in store is okay. i just wanted to make sure i wouldn't have any trouble
sure, where would you like to watch the movie?	at the amc theater at the city of monterey, california.
you know about games?	what games do you need to know about?
what is your interested type of movie? any suggestion?	yes, i like to watch comedy movies and search accordingly.
there are lots of attractions to go to in the city . in the center of town there are 44 results alone . what or where do you have in mind ?	is there a theatre in the city centre ?
what time would you prefer?	around 12:45 in the afternoon.
yes, could i also get a dab of honey in that as well, please?	which location would you like to pick up from?
sir sultan 6' 8'	is that in the world or just in the united states
i would like to find a place that serves sushi.	sure, any other restaurant preferences besides the food?
i need an energy boost, i need a latte from somewhere.	where would you like to order the drink from?
the reservation is unsuccessful, i can look for a table for 2 at blue mango on march 4th at 7 pm if it's okay for you	yes, it is indeed
which do you prefer?	they both sound good. would you say that the restaurant bastille is busy on a wednesday.
i would like to check out on the 6th.	do you want to check in on march 1st?
what do you think of a bus leaving at 10 am with the ticket price of $22 for the economy class.	okay, that sounds great to me.
no, i'm looking for 1 room for 1 day.	please confirm the following details: checking in to abercorn house in london on march 4th. the reservation is for 1 room, and 1 night.
how else may i help you?	what time is the film?
the driver picking you up is a male.	what kind of car is picking me up?
i am also in the market for a new restaurant . is there something in the centre of town ?	there are 69 restaurant -s in the centre . can i narrow it down by price for you ?
i'll play dark necessities on the kitchen speaker, is that right?	yes, that's right. was it released in '11?
help get me some attractions please.	sure where should they be?
yes please do that?	okay do you want any sides or drinks?
no, regular is fine.	so a medium pizza with pepperoni, beef, pineapple and mushroom, correct?
what amount do you want to transfer and who is the recipient?	i want to send $360 to justin.
no i do not	anything else for you?
yes, that sounds good.	can you please confirm that you want to reserve a standard honda civic from mccarran international airport from march 6th at 5 pm until march 8th?
hi. i was looking to get a uber ride.	srue, where would you like to go?
is there anything else i can do for you?	no, that will be all, thanks!
3:05 is 7 dollars and the other ones are 10 dollars a ticket.	okay. i will take two tickets for 5:25.
just one would be fine.	how many bass? baths how many bathrooms would you like? ????
there is a show with kishi bashi at the masonic lodge at hollywood forever.	sure, that sounds great.
begin the song batuka in patio. is that correct?	yes, that would be right. what is the music genre?
ok then i’ll go with marseille	there are business class seats available with this package. do you want me to book you on those? the total cost will be 18412.34usd for the 5 day package.
how to make a fire?	i cannot answer that question, sorry.
yes that would be fine .	okay , i have booked 1 ticket on tr6110 , leaving at 13:00 . the reference number is i0akm39a . can i help with anything else ?
ok i need to cancel all of them	are you sure you want to cancel all of them?
which city do you want me to search the apartment in?	please search the apartment in mountain view.
i see several options for thai food in the city centre. would you like to narrow them down by price?	yes please. like to hear least to most expensive first.
how about a show about two turtles who are living in a tank and want to escape but are always thwarted by a self loathing fish.	that is great! thank you so much.
unfortunately, we do not have green peppers today at pizza hut. is there any other topping you might want to replace it with?	okay, can you replace the green peppers with onions?
i am looking for a moderate priced place to stay that has free wifi .	yes i have many options . do you have an area of stay preference ?
i'll like to take them up.	ok, your receipt will be texted to you and your order will be ready in 30 minutes.
from your current location, it will take you 10 minutes to walk there.	great. is that the shortest path?
hey, could you help me schedule an appointment at intelligence auto imports?	i sure can help with that. what's your name?
okay i can reserve that for you, when they drop it off $250 will be due. anyththing else today?	ok thank you very much. no that is it. thank you.
i want to see isn't it romantic.	great, when would you like to see it?
that sounds good . i need to book a 3 night reservation for 4 people to check in on friday .	i am sorry , it seems there was not a room available , after all . shall we try another hotel ?
it's been booked and confirmed via e-mail	ok, now i need a shared cab for one to get there
no, skip adding this event. could you make an appointment with the dentist on that day. is there anything available at 11:30 am?	please confirm these details: you want to book an appointment with chen jiangkai on march 13th at 11:30 am.
meghna's phone number is 01223 727410	thank you , good bye.
oh ok thank you very much.	you are welcome anything else
i am sorry but we do not have any expensive hotel -s with 1 stars , either . do you have any other preferences ?	okay , how about 1 that is in the cheap price range , instead ?
the car has been booked, it has a price of $48.	thanks a lot. what child-friendly tourist attraction are there in the city?
here's what i heard: appointment for alan b. scott, m.d., 11:30 am, march 1st.	fine, what are they rated and where are they?
got a restaurant which is mary's pizza shack and it is the best place to eat and the same is located in windsor.	i changed my mind. i want to have diner food for which please search for the best place to eat in the same city.
i see. well is there anything lese i can help with today?	nope. thanks for the help
you can book it under clark kent, please.	wonderful. this has been reserved mr. kent. enjoy your meal
what time do you intend to visit them?	i will be dining in at 18:45.
she only eats burger king nothing else.	don't you worry i alrady inform them you coming.
royal spice is an indian restaurant in the north part of town. it is in the cheap price range.	i'm not interested in that choice. is there anything else within those categories?
you need a table for 4 at sushi zono. is this correct?	yes, that is correct.
tr2105 arrives by 11:09 . will this 1 work for you ?	that 1 is perfect . what is its travel time ?
when would you like to book the room and for how many nights and people ?	i need a hotel for people for 3 nights starting friday .
is there anything else i can assist you with?	no, thank you. that's all i need for now.
that'd be perfect. are there any near springfield?	if you're located in springfield, mo, i found linda's flowers, house of flowers, and more.
i think i might have been scammed	what do you mean
can you provide me with the address please ?	addenbrookes hospital is on hills rd , cambridge . can i do anything else for you today ?
which date are you considering and how many tickets will you be needing?	i need four tickets for march 11th please.
good. i would like to make an appointment that day.	what is the best time for you to make an appointment?
i can help with that! it would be 5pm	really? it's only an hours difference
i want to leave on saturday , after 18:00	the first train leaving after 18:00 is tr7734 departing at 19:29 and arriving by 20:07 in cambridge . would you like to book a ticket ?
is there a specific kind of food you enjoy? it can be for example indian, italian or something else.	i would prefer for the restaurant to have coffee & light bites kind of food.
there are no results for welsh food.   is there another cuisine you would like?	are there any restaurants that serve vietnamese food?
i also need the address please .	university of cambridge , downing street . anything else ?
i want to book a mexican restaurant in seattle for tomorrow evening around 6 for 2	this is a movie ticket ordering service: not a restaurant reservations service:
i need to add a number for don king.	certainly. this contact is already in your list and has a phone number assigned to it. would you like to add a second phone number to this contact?
their phone number is +254 703 049000.	that house seems perfect for my needs.
hi i am curious about some world records	what's your question regarding world records?
i am hurt and need to find the nearest hospital . can you help me ?	i am so sorry ! addenbrookes hospital on hill road in cambridge is nearby . do you need information for a particular department in the hospital ?
please note down their phone number is 408-863-0709. you can contact them at any time.	yes, i choose this doctor and thanks for that information.
search yielded 10 results. alcatraz is a cool historical landmark.	how do i contact them and do they have free admission?
absolutely your reference number is z6qd1axd	awesome . i also need a hungarian restaurant in the centre , please .
when will you leave?	i will leave on march 1st.
what movies are playing friday?	i can search for that, where are you located?
2 tickets for the imax showing at 945 for this evening?	yes, that is correct.
i would like the phone number(s) for inexpensive places on the west side of town.	la margherita is inexpensive italian food on the west side of town. the phone number is 01223 315232. how does that sound?
no thanks, just the pizzas.	so one large pizza with sausage and pepperoni, and one large pizza with ham and pineapple?
yes please . i need a reservation for a particular restaurant called cocum .	okay , i am looking at the restaurant cocum in the west , would you like me to book you a table ?
what time would you like to book?	i'd like to go at 19:30.
cambridge lodge restaurant serves european food and is the expensive price range .	can i have the address and phone number ?
great the contact's name is edgar allan poe	ont it, one moment please
i have booked you on the tr0137 for 2 people with reference number is a4mgzve0 . the total fee is 60.48 gbp payable at the station . will that be all ?	actually , i could use some help finding an expensive restaurant in the west part of town .
okay what name would it be?	change it from walk dog to feed cat.
how many people will be in your party?	there are 2 people in my party
ok, i think that's all the information i need - is there anything else i need to know, or can i book the table now?	awesome, i've booked your table at il fornaio for tuesday. thanks for your patience!
got it! are you looking for a specific price range?	something probably in the mid-range middle expensive, so not super expensive, but not super cheap.
i’d rather go to phoenix then	the best in phoenix is a 3 star hotel with 6.91/10 guest rating. if this sounds better to you, we have business packages available.
no, just the pizza thanks.	ok, your pizza will be ready for pick up in 25 minutes.
villa romano would be great please.	please confirm a booking for 2 at villa romano in napa at 7 pm on march 1st.
that doesn't sound smart	okay. it gets better. you start telling people a story about your boss and just as he walks up you say how awesome he is!
okay , pick the west please . i need the postcode .	the postal code is cb39lh
sure, what kind of movies do you like?	i like adventure movies, and my favorite director is ronald neame.
what will be your destination and where are you leaving ?	i am trying to get to peterborough . i can leave any time after 17:30
there's 10 places for you. there's a sports venue called the anz stadium.	okay cool. can you get me a rental car there until the 7th of march.
just me, but i like to feel special. can i have the uber black car?	that's about $3 per mile extra
your receipt will be texted to you shortly.	no, that will be all.
what showtimes do they have available tomorrow?	sure thing. what time did you want?
the mcdoanlds on thomas street will not be open for business for another three months.	oh wow! i thought they were done with that! i thought sure they were to be done with it by now.
i want to know something.	sure, i can help. what is it that you are looking for
you're telling me? it took a few minutes to get it started again and traffic got backed up.	wow! that's awful. would you like for me to get you an appointment with intelligent auto solutions?
from which account, checking or savings, i have to transfer it?	transfer it from my savings account to raghav.
yes that would be great	what dates would you like to stay?
can you add the jepardy theme song to it?	i did that for you
yeah, please play it on the kitchen speaker.	okay, i'm going to play roundtable rival on the kitchen speaker. is that okay?
please find me a 3d horror movie to watch in brentwood.	would you like the curse of la llorona?
thanks. please buy three tickets to that event on that day.	please confirm to book 3 tickets to the event jon b on march 1st in napa.
definitely. do you want some cookies as well?	oh yes. i have a craving for some oatmeal cookies.
blis domains bus on lennox and 3rd	that bus is no longer available
ok is that everything?	yes that is everything.
i need it seen as soon as possible.	they have an appointment for tomorrow at 9:00 am. would that be ok?
all right. i would like to book a reservation at the second restaurant.	sure, when would you like to make a reservation?
yes, can you find something interesting to do.	what type of thing are you looking for?
can you book me a taxi and give me the contact number and car type ? it should pick me up from the hotel at 13:45 and take me to kambar	your car has been booked . the car is a black honda and the contact number is 07050481392 . anything else you need help with today ?
is it a refundable ticket? and what is the departure airport?	the ticket cannot be refunded. the departure airport is o'hare international airport.
there's 1 showing that day at 9:30 pm at century 25 union landing & xd.	what's the price of a ticket? also, whats the theater's address?
i have changed the name to nomination discussion. is there anything else?	that's it, thank you very much
that depends on where you leave from.	what are my options?
yes, they have almond milk.	okay, i'd like it with almond milk instead then.
palace of auburn hills in michigan and going to the detroit metro airport	that would cost $38-50 with uberx. would you like to proceed?
ok. let me explain. in a shared ride, you will ride with another person enroute to airport and the ride fare will reduce to some extent.	ok. what about the other option.?
that sounds so good. anything else about the coffee, or anything to eat?	actually some donuts sound really good too
yes, that is pluto's phone number.	okay. got it. thank you.
you want a ride to giraffe centre and you need 1 seats.your preference is to be a regular ride.is that okay?	yes,good.tell me how much will cost.
when does the flight arrive, and which airport does it deart from?	the flight departs from sky harbor international airport and arrives at 6:04 am.
there are several . what is your departure day and time ?	my departure day is monday at 15:45 .
got it, can you please provide your name and number?	johnson j o h n s o n.
la tasca is a moderately priced spanish restaurant in centre.	please provide address and postcode.
would you like the alarm to make a sound or vibrate?	set it to vibrate
starting from the first 10 warnings, you have 2 more warnings before you are fired	okay, i'd better be careful then. thanks
could you tell me the weather in fresno, ca?	today's temperature should be 72 degrees fahrenheit, and there's a 2% chance of rain.
sure, the address is 830 almanor ln, the restaurant's name is tai pan	thank you car, please send me the address with the quickest route on screen
yup! please give me some more details to search for you the best car. how long you need the car? where and what time you want to pick it up?	if you can find in kl, that would be great. might be at 3 in the afternoon i will pick it up.
hey i am rich	i agree with that
yes , my apologies , but can you confirm that the tr4003 train leaves after 13:00 ?	it leaves right at 13:00 . if you would like to leave later , the next train departs at 15:00
i would like black olives	ok great do you want any side orders, maybe some bread sticks.
perfect, thank you so much for looking that up for me and finding a restaurant.	you're very welcome. have a great meal at kru.
yup. the hotel belltown inn has a rating of 4.2. do you prefer to stay here?	is it pet friendly?
do you know this number?	i do not know this number, like it isn't a friend or family member.
i need it for 8 people , please .	great ! you are booked on tr9187 with reference number mjj7j6cv . is there anything else i can help with ?
i found some excellent options for you! these are the top restaurants with available seating. please let me know which one you would like to book: alc steaks (austin land & cattle), bob's steak & chop house, the capital grille - austin	alc steaks sounds good!
ohw sorry. that would be 30$ per week .	okay, that seems reasonable. thank you.
i want to delete a contact	which contact would you like to delete?
i can help with that	which countries are playing the world cup today.
show me attractions there.	i've found 10. there's angels flight railway, which is a historical landmark.
friday march 11 and 4 tickets	london has fallen is playing at the regal meridian 16 at 2pm, 4:30, 7:10, and 9:45. which time would you prefer?
no, i plan to fly out on the 4th of march. please look for economy tickets.	there's a direct southwest airlines flight taking off at 12:35 pm, with the returning flight at 7:15 am. tickets are $157.
a standard accord from yvr international airport on march 11th is 1 of 7 car available.	how much will this cost me?
yup sounds great. is it furnished?	yes it is furnished. i have scheduled your visit.
i need an expensive place to stay that include -s wifi .	i have found several options for you , sir . what part of town did you have in mind ?
yes, it is a unisex salon and it is at 1532 20th street.	are there any other salons in the area?
i would be happy to help you get a taxi , what time would you like to leave funky fun house ?	i want to leave by 01:30 .
how many tickets would you like?	i would like to buy three tickets.
hi i would like to order a drink for a pick up at peet's coffee near my house.	sure, which order do you want?
the taxi should go to the gardenia .	your taxi will pick you up at 21:30 . it is a grey honda .
golden wok is in the north part of town	may i have the address for that place?
there's anther bue leaving at 8:20 am, the ticket is economy and costs $34	what is the name of the destination station?
i was unable to book at that time. can i help with something else?	no, that is all i needed.
it's located at 4343 renaissance drive.	what time are you planning to go?
i do not know the location of the oceanside hotel within the city of fukuoka, sorry.	is there a spa in the hotel?
what time would you like to depart ?	departure time does not matter as long as it arrives by 9:15 . can you give me the travel time and price please ?
the cambridge belfry is cheap in the west and has a 4 star rating . they offer both free wifi and parking . would you like me to book you a room ?	no , thanks . i would like the postcode to that hotel , please .
i'd like to be picked up now.	your driver will arrive in 5 minutes.
i'm sorry, i legally cannot provide you with that information	it's okay i'm a professional fire starter
for one of the pizzas, i want pepperoni and beef.	ok and the others?
i want to go on the 10th of march.	what time would you like?
okay. so, can i make a reservation for 12 people for tomorrow night for my birthday?	sure, a reservation at kome buffet for tomorrow night for 12 people is possible. what time did you want to go?
can you help me find an expensive panasian restaurant , please ?	i do not see anything with that criteria . perhaps you would like a different cuisine ?
i would like anchovies, pineapple, and pepperoni.	sorry. we are out of those ingredients. but we have lamb, garlic and spinach. how's that for an option?
is there anything else you'd like?	no. thanks a lot!
i want to know what my insurance policy covers.	i can help you with your insurance policy. account number?
from leicester . there will be 6 of us . and i'll need a reference number as well .	tr0662 departs at 13:09 and arrives at 14:54 cost is 30.24 pounds per person , before i book you for 6 , can i once more confirm this is ok ?
no thanks, that's not necessary.	so you would like to reserve the hatchback available for pick up at hartsfield-jackson international airport for march 3rd at 3 pm, with a return date of march 5th. and you do not want insurance. is this correct?
booking was successful . the table will be reserved for 15 minutes . reference number is : kiasvdlx . is there anything else i can help you with today ?	no , that s all the information i need right now . thank you for your help !
your music is now playing.	thanks, that's all i needed.
thank you , car.	you're welcome; drive carefully, and enjoy.
sure, madam. may i know the specific area you would prefer to stay?	please can you locate some good hotels in and around vancouver?
could i further assist you?	no, that is all the help i need, thank you!
where is the deepest point in ocean?	one moment. it appears the deepest point in the ocean is called the challenger deep
86 for females and 82 for males	okay thank you so much!
yes, i need you to book three tickets for this event.	please confirm to book 3 tickets to the event gloryhammer in los angeles for today.
is there wifi? where is it in the city?	i'ts east side, 58 jalan ang seng, brickfields, 50470. no wifi though.
when does petco close?	it closes at 9 pm.
yes, that is perfect.	your ticket has been purchased.
there are 3 free museums , are these the ones you would like ?	sounds great . could you recommend 1 , and give me the address , postcode , and phone number ?
no worries. do you need help with any other game rules? are you there?	sorry. i had an internet issue no. thank you so much for your help
okay. what times have they got?	there's one spot open for tomorrow morning. they'll also have space open for the rest of the week
do you want to buy some tickets?	yes, please. look for a refundable ticket, my plans might change.
yes, that is correct.	your requested movie has started playing.
what is the address and contact number?	the address is 250 3rd street and their contact number is 650-941-8150
i have confirmed that payment for you and amelia should receive the funds soon.	great, i also need to request funds, privately from mahmoud.
my friend and i want to watch a movie at century daly city	where are you located?
the book will ship in 3 days, but i do not know how long it will take to receive.	okay, place the order for the book.
how many passengers are included for that prices? will the flight arrive by the next day?	the cost will be for 1 passenger and the flight will arrive at it's destination on the same day.
i would like it to depart at 11:45 am, thanks!	any preference on the number of tickets then?
i'd like to erase one.	all right, which contact would you like to erase?
hi. i wanted to bring my 2008 mercedes-benz c-class into intelligent auto imports.	so that's james at 831 246 6175.
"""thanks, i have the following options for you: uberx$11-14 uberxl$19-25 uberselect$25-32, which would you prefer?"""	uberx will be fine
i keep getting phone call from someone claiming to be microsoft tech support. is this legit?	hello. nobody from microsoft will ever contact you unsolicited. i would recommend you block the number and cease and further contact.
we'll do. what kind of pizza do you want and the size and toppings	i would like the very cheezy medium size pizza with the extra cheese in the crust and two toppings
i would like to see a college , please .	there are 13 colleges in the centre . gonville and caius college is fascinating and it is free . does this appeal to you ?
what is the total?	that will be for 25 bucks.
yes, that is okay. thanks.	shall i book this car now?
the train id is tr7397 , would you like to book it ?	no , thank you . i will go ahead and book at a later time . this was all the info i needed . thank you so much .
are you like to buy the tickets?	no, i don't want to buy now.
i need it in pleasant hill. i wish to buy it.	how many bed rooms do you need?
